InvoiceNo,ProductId,Quantity,TypeId,Reorder_Cause_ID
IVOS2307-0347,3474,1,4,
IVOS2307-0348,189,2,3,
IVOS2307-0348,983,1,4,
IVOS2307-0348,3474,1,4,
IVOS2307-0349,192,2,3,
IVOS2307-0349,983,1,4,
IVOS2307-0349,3474,1,4,
IVOS2307-0356,189,2,3,
IVOS2307-0356,983,1,4,
IVOS2307-0356,3474,1,4,
IVOS2307-0367,983,1,4,
IVOS2307-0367,1606,2,3,
IVOS2307-0367,3474,1,4,
IVOS2307-0368,191,2,3,
IVOS2307-0368,983,1,4,
IVOS2307-0368,3474,1,4,
IVOS2307-0369,983,1,4,
IVOS2307-0369,1603,2,3,
IVOS2307-0369,3474,1,4,
IVOS2307-0370,189,2,3,
IVOS2307-0370,983,1,4,
IVOS2307-0370,3474,1,4,
IVOS2307-0371,189,2,3,
IVOS2307-0371,983,1,4,
IVOS2307-0371,3474,1,4,
IVOS2307-0372,191,2,3,
IVOS2307-0372,983,1,4,
IVOS2307-0372,3474,1,4,
IVOS2307-0373,983,1,4,
IVOS2307-0373,1608,2,3,
IVOS2307-0373,3474,1,4,
IVOS2307-0374,983,1,4,
IVOS2307-0374,3091,2,3,
IVOS2307-0374,3474,1,4,
IVOS2307-0375,983,1,4,
IVOS2307-0375,1606,2,3,
IVOS2307-0375,1608,2,3,
IVOS2307-0375,3474,1,4,
IVOS2307-0376,983,1,4,
IVOS2307-0376,1602,2,3,
IVOS2307-0376,3474,1,4,
IVOS2307-0377,192,2,3,
IVOS2307-0377,983,1,4,
IVOS2307-0377,3474,1,4,
IVOS2307-0378,194,2,3,
IVOS2307-0378,983,1,4,
IVOS2307-0378,3474,1,4,
IVOS2307-0379,195,2,3,
IVOS2307-0379,983,1,4,
IVOS2307-0379,3474,1,4,
IVOS2307-0380,189,2,3,
IVOS2307-0380,983,1,4,
IVOS2307-0380,3474,1,4,
IVOS2307-0381,189,2,3,
IVOS2307-0381,983,1,4,
IVOS2307-0381,3474,1,4,
IVOS2307-0382,192,2,3,
IVOS2307-0382,983,1,4,
IVOS2307-0382,3474,1,4,
IVOS2307-0390,189,2,3,
IVOS2307-0390,983,1,4,
IVOS2307-0390,3474,1,4,
IVOS2307-0420,1314,2,3,
IVOS2307-0420,1327,2,3,
IVOS2307-0420,1342,2,3,
IVOS2307-0420,1384,2,3,
IVOS2307-0420,1397,2,3,
IVOS2307-0420,1510,2,3,
IVOS2307-0420,2467,2,3,
IVOS2307-0420,2485,2,3,
IVOS2307-0420,3343,2,3,
IVOS2307-0423,983,1,4,
IVOS2307-0423,3431,2,3,
IVOS2307-0423,3474,1,4,
IVOS2307-0424,194,2,3,
IVOS2307-0424,983,1,4,
IVOS2307-0424,3474,1,4,
IVOS2307-0425,194,2,3,
IVOS2307-0425,983,1,4,
IVOS2307-0425,3474,1,4,
IVOS2307-0427,148,2,3,
IVOS2307-0427,983,1,4,
IVOS2307-0427,985,1,4,
IVOS2307-0444,983,1,4,
IVOS2307-0444,3398,2,3,
IVOS2307-0447,195,2,3,
IVOS2307-0447,983,1,4,
IVOS2307-0447,3474,1,4,
IVOS2307-0448,191,2,3,
IVOS2307-0448,983,1,4,
IVOS2307-0448,3474,1,4,
IVOS2307-0449,195,2,3,
IVOS2307-0449,983,1,4,
IVOS2307-0449,3474,1,4,
IVOS2307-0450,197,2,3,
IVOS2307-0450,983,1,4,
IVOS2307-0450,3474,1,4,
IVOS2307-0451,189,2,3,
IVOS2307-0451,983,1,4,
IVOS2307-0451,3474,1,4,
IVOS2307-0452,191,2,3,
IVOS2307-0452,983,1,4,
IVOS2307-0452,3474,1,4,
IVOS2307-0453,983,1,4,
IVOS2307-0453,1605,2,3,
IVOS2307-0453,3474,1,4,
IVOS2307-0454,197,2,3,
IVOS2307-0454,983,1,4,
IVOS2307-0454,3474,1,4,
IVOS2307-0455,189,2,3,
IVOS2307-0455,983,1,4,
IVOS2307-0455,3474,1,4,
IVOS2307-0456,983,1,4,
IVOS2307-0456,1605,2,3,
IVOS2307-0456,3474,1,4,
IVOS2307-0457,983,1,4,
IVOS2307-0457,1602,2,3,
IVOS2307-0457,3474,1,4,
IVOS2307-0458,189,2,3,
IVOS2307-0458,983,1,4,
IVOS2307-0458,3474,1,4,
IVOS2307-0460,983,1,4,
IVOS2307-0460,1606,2,3,
IVOS2307-0460,3474,1,4,
IVOS2307-0499,189,2,3,
IVOS2307-0499,983,1,4,
IVOS2307-0499,3474,1,4,
IVOS2307-0500,983,1,4,
IVOS2307-0500,1605,2,3,
IVOS2307-0500,3474,1,4,
IVOS2307-0501,189,2,3,
IVOS2307-0501,983,1,4,
IVOS2307-0501,3474,1,4,
IVOS2307-0502,189,2,3,
IVOS2307-0502,983,1,4,
IVOS2307-0502,3474,1,4,
IVOS2307-0503,983,1,4,
IVOS2307-0503,1602,2,3,
IVOS2307-0503,3474,1,4,
IVOS2307-0504,192,2,3,
IVOS2307-0504,983,1,4,
IVOS2307-0504,3474,1,4,
IVOS2307-0505,191,2,3,
IVOS2307-0505,983,1,4,
IVOS2307-0505,3474,1,4,
IVOS2307-0506,189,2,3,
IVOS2307-0506,983,1,4,
IVOS2307-0506,3474,1,4,
IVOS2307-0507,191,2,3,
IVOS2307-0507,983,1,4,
IVOS2307-0507,3474,1,4,
IVOS2307-0508,189,2,3,
IVOS2307-0508,983,1,4,
IVOS2307-0508,3474,1,4,
IVOS2307-0509,189,2,3,
IVOS2307-0509,983,1,4,
IVOS2307-0509,3474,1,4,
IVOS2307-0510,983,1,4,
IVOS2307-0510,1602,2,3,
IVOS2307-0510,3474,1,4,
IVOS2307-0511,189,2,3,
IVOS2307-0511,983,1,4,
IVOS2307-0511,3474,1,4,
IVOS2307-0514,192,2,3,
IVOS2307-0514,983,1,4,
IVOS2307-0514,3474,1,4,
IVOS2307-0515,195,2,3,
IVOS2307-0515,983,1,4,
IVOS2307-0515,3474,1,4,
IVOS2307-0522,189,2,3,
IVOS2307-0522,983,1,4,
IVOS2307-0522,3474,1,4,
IVOS2307-0550,983,1,4,
IVOS2307-0550,1602,2,3,
IVOS2307-0550,3474,1,4,
IVOS2307-0552,983,1,4,
IVOS2307-0552,1609,2,3,
IVOS2307-0552,3474,1,4,
IVOS2307-0553,191,2,3,
IVOS2307-0553,983,1,4,
IVOS2307-0553,3474,1,4,
IVOS2307-0561,191,2,3,
IVOS2307-0561,983,1,4,
IVOS2307-0561,3474,1,4,
IVOS2307-0580,983,1,4,
IVOS2307-0580,3401,2,3,
IVOS2307-0580,3474,1,4,
IVOS2307-0599,674,2,3,3
IVOS2307-0599,1343,2,3,11
IVOS2307-0599,1365,2,3,
IVOS2307-0599,1387,2,3,7
IVOS2307-0599,1397,2,3,7
IVOS2307-0599,2474,2,3,
IVOS2307-0599,3364,2,3,
IVOS2307-0616,192,2,3,
IVOS2307-0616,983,1,4,
IVOS2307-0616,1617,2,3,
IVOS2307-0616,3474,1,4,
IVOS2307-0617,189,2,3,
IVOS2307-0617,983,1,4,
IVOS2307-0617,3474,1,4,
IVOS2307-0618,194,2,3,
IVOS2307-0618,983,1,4,
IVOS2307-0618,3474,1,4,
IVOS2307-0619,194,2,3,
IVOS2307-0619,983,1,4,
IVOS2307-0619,3474,1,4,
IVOS2307-0620,191,2,3,
IVOS2307-0620,983,1,4,
IVOS2307-0620,3474,1,4,
IVOS2307-0621,983,1,4,
IVOS2307-0621,1602,2,3,
IVOS2307-0621,3474,1,4,
IVOS2307-0622,191,2,3,
IVOS2307-0622,983,1,4,
IVOS2307-0622,1613,1,4,
IVOS2307-0623,192,2,3,
IVOS2307-0623,983,1,4,
IVOS2307-0623,3474,1,4,
IVOS2307-0624,189,2,3,
IVOS2307-0624,983,1,4,
IVOS2307-0624,3474,1,4,
IVOS2307-0625,983,1,4,
IVOS2307-0625,1606,2,3,
IVOS2307-0625,3474,1,4,
IVOS2307-0626,983,1,4,
IVOS2307-0626,1603,2,3,
IVOS2307-0626,3474,1,4,
IVOS2307-0627,191,2,3,
IVOS2307-0627,983,1,4,
IVOS2307-0627,3474,1,4,
IVOS2307-0628,983,1,4,
IVOS2307-0628,1609,2,3,
IVOS2307-0628,3474,1,4,
IVOS2307-0629,189,2,3,
IVOS2307-0629,983,1,4,
IVOS2307-0629,3474,1,4,
IVOS2307-0630,983,1,4,
IVOS2307-0630,1605,2,3,
IVOS2307-0630,3474,1,4,
IVOS2307-0631,196,2,3,
IVOS2307-0631,983,1,4,
IVOS2307-0631,3474,1,4,
IVOS2307-0632,191,2,3,
IVOS2307-0632,983,1,4,
IVOS2307-0632,3474,1,4,
IVOS2307-0633,983,1,4,
IVOS2307-0633,1608,2,3,
IVOS2307-0633,3474,1,4,
IVOS2307-0634,983,1,4,
IVOS2307-0634,1606,2,3,
IVOS2307-0634,3474,1,4,
IVOS2307-0656,192,2,3,
IVOS2307-0656,983,1,4,
IVOS2307-0656,3474,1,4,
IVOS2307-0674,189,2,3,
IVOS2307-0674,983,1,4,
IVOS2307-0674,3474,1,4,
IVOS2307-0675,191,2,3,
IVOS2307-0675,983,1,4,
IVOS2307-0675,3474,1,4,
IVOS2307-0676,983,1,4,
IVOS2307-0676,1607,2,3,
IVOS2307-0676,3474,1,4,
IVOS2307-0677,983,1,4,
IVOS2307-0677,1605,2,3,
IVOS2307-0677,3474,1,4,
IVOS2307-0678,189,2,3,
IVOS2307-0678,983,1,4,
IVOS2307-0678,3474,1,4,
IVOS2307-0679,983,1,4,
IVOS2307-0679,1617,2,3,
IVOS2307-0679,3474,1,4,
IVOS2307-0680,194,2,3,
IVOS2307-0680,983,1,4,
IVOS2307-0680,3474,1,4,
IVOS2307-0681,192,2,3,
IVOS2307-0681,983,1,4,
IVOS2307-0681,3474,1,4,
IVOS2307-0682,682,2,3,
IVOS2307-0682,685,2,3,
IVOS2307-0682,983,1,4,
IVOS2307-0682,1291,2,3,
IVOS2307-0682,1396,2,3,
IVOS2307-0682,1403,2,3,
IVOS2307-0682,1409,2,3,
IVOS2307-0682,1418,2,3,
IVOS2307-0682,1426,2,3,
IVOS2307-0682,1613,44,4,
IVOS2307-0682,2515,2,3,
IVOS2307-0682,2522,2,3,
IVOS2307-0682,2530,2,3,
IVOS2307-0682,3342,2,3,
IVOS2307-0682,3353,2,3,
IVOS2307-0682,3363,2,3,
IVOS2307-0682,3366,2,3,
IVOS2307-0701,983,1,4,
IVOS2307-0701,3401,2,3,
IVOS2307-0701,3474,1,4,
IVOS2307-0702,983,1,4,
IVOS2307-0702,3398,2,3,
IVOS2307-0702,3474,1,4,
IVOS2307-0725,983,1,4,
IVOS2307-0725,1603,2,3,
IVOS2307-0725,3474,1,4,
IVOS2307-0726,983,1,4,
IVOS2307-0726,1603,2,3,
IVOS2307-0726,3474,1,4,
IVOS2308-0001,983,1,4,
IVOS2308-0001,3398,2,3,
IVOS2308-0001,3474,1,4,
IVOS2308-0031,983,1,4,
IVOS2308-0031,1606,2,3,
IVOS2308-0031,3475,1,4,
IVOS2308-0032,191,2,3,
IVOS2308-0032,983,1,4,
IVOS2308-0032,3475,1,4,
IVOS2308-0033,983,1,4,
IVOS2308-0033,1603,2,3,
IVOS2308-0033,3475,1,4,
IVOS2308-0034,198,2,3,
IVOS2308-0034,983,1,4,
IVOS2308-0034,3475,1,4,
IVOS2308-0035,191,2,3,
IVOS2308-0035,983,1,4,
IVOS2308-0035,3475,1,4,
IVOS2308-0036,189,2,3,
IVOS2308-0036,983,1,4,
IVOS2308-0036,3475,1,4,
IVOS2308-0037,189,2,3,
IVOS2308-0037,983,1,4,
IVOS2308-0037,3475,1,4,
IVOS2308-0038,191,2,3,
IVOS2308-0038,983,1,4,
IVOS2308-0038,3475,1,4,
IVOS2308-0039,189,2,3,
IVOS2308-0039,983,1,4,
IVOS2308-0039,3475,1,4,
IVOS2308-0040,194,2,3,
IVOS2308-0040,983,1,4,
IVOS2308-0040,3475,1,4,
IVOS2308-0041,191,2,3,
IVOS2308-0041,983,1,4,
IVOS2308-0041,3475,1,4,
IVOS2308-0042,191,2,3,
IVOS2308-0042,983,1,4,
IVOS2308-0042,3475,1,4,
IVOS2308-0043,189,2,3,
IVOS2308-0043,983,1,4,
IVOS2308-0043,3475,1,4,
IVOS2308-0044,189,2,3,
IVOS2308-0044,983,1,4,
IVOS2308-0044,3475,1,4,
IVOS2308-0045,191,2,3,
IVOS2308-0045,983,1,4,
IVOS2308-0045,3475,1,4,
IVOS2308-0046,191,2,3,
IVOS2308-0046,983,1,4,
IVOS2308-0046,3475,1,4,
IVOS2308-0047,191,2,3,
IVOS2308-0047,983,1,4,
IVOS2308-0047,3475,1,4,
IVOS2308-0048,191,2,3,
IVOS2308-0048,983,1,4,
IVOS2308-0048,3475,1,4,
IVOS2308-0049,191,2,3,
IVOS2308-0049,983,1,4,
IVOS2308-0049,3475,1,4,
IVOS2308-0060,191,2,3,
IVOS2308-0060,983,1,4,
IVOS2308-0060,3474,1,4,
IVOS2308-0084,983,1,4,
IVOS2308-0084,3431,2,3,
IVOS2308-0084,3474,1,4,
IVOS2308-0092,189,2,3,
IVOS2308-0092,983,1,4,
IVOS2308-0092,3474,1,4,
IVOS2308-0093,194,2,3,
IVOS2308-0093,983,1,4,
IVOS2308-0093,3474,1,4,
IVOS2308-0094,983,1,4,
IVOS2308-0094,1605,2,3,
IVOS2308-0094,3474,1,4,
IVOS2308-0106,983,1,4,
IVOS2308-0106,1617,2,3,
IVOS2308-0106,3474,1,4,
IVOS2308-0107,983,1,4,
IVOS2308-0107,1603,2,3,
IVOS2308-0107,3474,1,4,
IVOS2308-0108,194,2,3,
IVOS2308-0108,983,1,4,
IVOS2308-0108,3474,1,4,
IVOS2308-0109,194,2,3,
IVOS2308-0109,983,1,4,
IVOS2308-0109,3474,1,4,
IVOS2308-0110,983,1,4,
IVOS2308-0110,1602,2,3,
IVOS2308-0110,3474,1,4,
IVOS2308-0111,191,2,3,
IVOS2308-0111,983,1,4,
IVOS2308-0111,3474,1,4,
IVOS2308-0112,983,1,4,
IVOS2308-0112,1603,2,3,
IVOS2308-0112,3474,1,4,
IVOS2308-0113,191,2,3,
IVOS2308-0113,983,1,4,
IVOS2308-0113,3474,1,4,
IVOS2308-0114,191,2,3,
IVOS2308-0114,983,1,4,
IVOS2308-0114,3474,1,4,
IVOS2308-0115,983,1,4,
IVOS2308-0115,1603,2,3,
IVOS2308-0115,3474,1,4,
IVOS2308-0116,192,2,3,
IVOS2308-0116,983,1,4,
IVOS2308-0116,3474,1,4,
IVOS2308-0117,189,2,3,
IVOS2308-0117,983,1,4,
IVOS2308-0117,3474,1,4,
IVOS2308-0118,189,2,3,
IVOS2308-0118,983,1,4,
IVOS2308-0118,3474,1,4,
IVOS2308-0119,983,1,4,
IVOS2308-0119,1603,2,3,
IVOS2308-0119,3474,1,4,
IVOS2308-0136,983,1,4,
IVOS2308-0136,3398,2,3,
IVOS2308-0136,3474,1,4,
IVOS2308-0137,189,2,3,
IVOS2308-0137,983,1,4,
IVOS2308-0137,3474,1,4,
IVOS2308-0138,983,1,4,
IVOS2308-0138,3091,2,3,
IVOS2308-0138,3474,1,4,
IVOS2308-0139,191,2,3,
IVOS2308-0139,983,1,4,
IVOS2308-0139,3474,1,4,
IVOS2308-0140,983,1,4,
IVOS2308-0140,1608,2,3,
IVOS2308-0140,3474,1,4,
IVOS2308-0141,192,2,3,
IVOS2308-0141,983,1,4,
IVOS2308-0141,3474,1,4,
IVOS2308-0142,983,1,4,
IVOS2308-0142,1607,2,3,
IVOS2308-0142,3474,1,4,
IVOS2308-0144,191,2,3,
IVOS2308-0144,983,1,4,
IVOS2308-0144,3474,1,4,
IVOS2308-0153,983,1,4,
IVOS2308-0153,1607,2,3,
IVOS2308-0153,3474,1,4,
IVOS2308-0154,191,2,3,
IVOS2308-0154,983,1,4,
IVOS2308-0154,3474,1,4,
IVOS2308-0155,983,1,4,
IVOS2308-0155,1606,2,3,
IVOS2308-0155,3474,1,4,
IVOS2308-0196,983,1,4,
IVOS2308-0196,1602,2,3,
IVOS2308-0196,3474,1,4,
IVOS2308-0197,189,2,3,
IVOS2308-0197,983,1,4,
IVOS2308-0197,3474,1,4,
IVOS2308-0198,194,2,3,
IVOS2308-0198,983,1,4,
IVOS2308-0198,3474,1,4,
IVOS2308-0199,983,1,4,
IVOS2308-0199,1603,2,3,
IVOS2308-0199,3474,1,4,
IVOS2308-0200,983,1,4,
IVOS2308-0200,3091,2,3,
IVOS2308-0200,3474,1,4,
IVOS2308-0201,983,1,4,
IVOS2308-0201,1602,2,3,
IVOS2308-0201,3474,1,4,
IVOS2308-0208,983,1,4,
IVOS2308-0208,3090,2,3,
IVOS2308-0208,3474,1,4,
IVOS2308-0209,983,1,4,
IVOS2308-0209,3091,2,3,
IVOS2308-0209,3398,2,3,
IVOS2308-0209,3474,1,4,
IVOS2308-0210,189,2,3,
IVOS2308-0210,983,1,4,
IVOS2308-0210,3474,1,4,
IVOS2308-0226,983,1,4,
IVOS2308-0226,1602,2,3,
IVOS2308-0226,3474,1,4,
IVOS2308-0227,146,2,3,
IVOS2308-0227,983,1,4,
IVOS2308-0227,3474,1,4,
IVOS2308-0231,918,2,3,
IVOS2308-0231,1244,2,3,
IVOS2308-0231,1301,2,3,
IVOS2308-0231,1322,2,3,
IVOS2308-0231,1326,2,3,
IVOS2308-0231,1334,2,3,
IVOS2308-0231,1338,2,3,
IVOS2308-0231,1367,2,3,
IVOS2308-0231,1371,2,3,
IVOS2308-0231,1373,2,3,
IVOS2308-0231,1385,2,3,
IVOS2308-0231,1397,2,3,
IVOS2308-0231,1503,2,3,
IVOS2308-0245,983,1,4,
IVOS2308-0245,1228,2,3,
IVOS2308-0245,3475,1,4,
IVOS2308-0246,189,2,3,
IVOS2308-0246,983,1,4,
IVOS2308-0246,3475,1,4,
IVOS2308-0247,983,1,4,
IVOS2308-0247,3091,2,3,
IVOS2308-0247,3475,1,4,
IVOS2308-0248,189,2,3,
IVOS2308-0248,983,1,4,
IVOS2308-0248,3475,1,4,
IVOS2308-0249,983,1,4,
IVOS2308-0249,1602,2,3,
IVOS2308-0249,3476,1,4,
IVOS2308-0250,983,1,4,
IVOS2308-0250,3091,2,3,
IVOS2308-0250,3476,1,4,
IVOS2308-0251,983,1,4,
IVOS2308-0251,1605,2,3,
IVOS2308-0251,3475,1,4,
IVOS2308-0252,983,1,4,
IVOS2308-0252,1606,2,3,
IVOS2308-0252,3475,1,4,
IVOS2308-0253,983,1,4,
IVOS2308-0253,1602,2,3,
IVOS2308-0253,3475,1,4,
IVOS2308-0254,983,1,4,
IVOS2308-0254,3091,2,3,
IVOS2308-0254,3475,1,4,
IVOS2308-0255,983,1,4,
IVOS2308-0255,1602,2,3,
IVOS2308-0255,3475,1,4,
IVOS2308-0256,197,2,3,
IVOS2308-0256,983,1,4,
IVOS2308-0256,3475,1,4,
IVOS2308-0257,983,1,4,
IVOS2308-0257,1602,2,3,
IVOS2308-0257,3475,1,4,
IVOS2308-0258,192,2,3,
IVOS2308-0258,983,1,4,
IVOS2308-0258,3475,1,4,
IVOS2308-0259,983,1,4,
IVOS2308-0259,1606,2,3,
IVOS2308-0259,3475,1,4,
IVOS2308-0260,194,2,3,
IVOS2308-0260,983,1,4,
IVOS2308-0260,3475,1,4,
IVOS2308-0261,191,2,3,
IVOS2308-0261,983,1,4,
IVOS2308-0261,3475,1,4,
IVOS2308-0262,196,2,3,
IVOS2308-0262,983,1,4,
IVOS2308-0262,3475,1,4,
IVOS2308-0263,983,1,4,
IVOS2308-0263,1603,2,3,
IVOS2308-0263,3475,1,4,
IVOS2308-0267,194,2,3,
IVOS2308-0267,983,1,4,
IVOS2308-0267,3474,1,4,
IVOS2308-0268,983,1,4,
IVOS2308-0268,1605,2,3,
IVOS2308-0268,3474,1,4,
IVOS2308-0285,197,2,3,
IVOS2308-0285,983,1,4,
IVOS2308-0285,3474,1,4,
IVOS2308-0286,983,1,4,
IVOS2308-0286,3091,2,3,
IVOS2308-0286,3474,1,4,
IVOS2308-0287,189,2,3,
IVOS2308-0287,983,1,4,
IVOS2308-0287,3474,1,4,
IVOS2308-0303,191,2,3,
IVOS2308-0303,983,1,4,
IVOS2308-0303,3474,1,4,
IVOS2308-0304,191,2,3,
IVOS2308-0304,983,1,4,
IVOS2308-0304,3474,1,4,
IVOS2308-0305,194,2,3,
IVOS2308-0305,983,1,4,
IVOS2308-0305,3474,1,4,
IVOS2308-0310,192,2,3,
IVOS2308-0310,983,1,4,
IVOS2308-0310,3474,1,4,
IVOS2308-0335,983,1,4,
IVOS2308-0335,1603,2,3,
IVOS2308-0335,3474,1,4,
IVOS2308-0336,191,2,3,
IVOS2308-0336,983,1,4,
IVOS2308-0336,3474,1,4,
IVOS2308-0358,189,2,3,
IVOS2308-0358,983,1,4,
IVOS2308-0358,3474,1,4,
IVOS2308-0359,194,2,3,
IVOS2308-0359,983,1,4,
IVOS2308-0359,3474,1,4,
IVOS2308-0360,192,2,3,
IVOS2308-0360,983,1,4,
IVOS2308-0360,3474,1,4,
IVOS2308-0361,194,2,3,
IVOS2308-0361,983,1,4,
IVOS2308-0361,3474,1,4,
IVOS2308-0366,683,2,3,
IVOS2308-0366,1302,2,3,7
IVOS2308-0366,1343,2,3,
IVOS2308-0366,1379,2,3,
IVOS2308-0366,1383,2,3,
IVOS2308-0366,1387,2,3,7
IVOS2308-0366,1505,2,3,
IVOS2308-0366,1511,2,3,
IVOS2308-0366,1513,2,3,
IVOS2308-0366,2456,1,3,7
IVOS2308-0366,2466,1,3,
IVOS2308-0366,2466,2,3,
IVOS2308-0366,2474,2,3,
IVOS2308-0401,195,2,3,
IVOS2308-0401,983,1,4,
IVOS2308-0401,3474,1,4,
IVOS2308-0402,189,2,3,
IVOS2308-0402,983,1,4,
IVOS2308-0402,3474,1,4,
IVOS2308-0403,983,1,4,
IVOS2308-0403,3091,2,3,
IVOS2308-0403,3474,1,4,
IVOS2308-0404,189,2,3,
IVOS2308-0404,983,1,4,
IVOS2308-0404,3474,1,4,
IVOS2308-0405,197,2,3,
IVOS2308-0405,983,1,4,
IVOS2308-0405,3474,1,4,
IVOS2308-0406,192,2,3,
IVOS2308-0406,983,1,4,
IVOS2308-0406,3474,1,4,
IVOS2308-0407,983,1,4,
IVOS2308-0407,1602,2,3,
IVOS2308-0407,3474,1,4,
IVOS2308-0410,983,1,4,
IVOS2308-0410,1263,2,3,
IVOS2308-0410,1308,2,3,
IVOS2308-0410,1349,2,3,
IVOS2308-0410,1396,2,3,
IVOS2308-0410,1403,2,3,
IVOS2308-0410,1405,2,3,
IVOS2308-0410,1420,2,3,
IVOS2308-0410,1422,2,3,
IVOS2308-0410,1423,2,3,
IVOS2308-0410,1435,1,3,1
IVOS2308-0410,1484,2,3,
IVOS2308-0410,1495,2,3,
IVOS2308-0410,1613,67,4,
IVOS2308-0410,2515,2,3,
IVOS2308-0410,2530,2,3,
IVOS2308-0410,3342,2,3,
IVOS2308-0410,3355,2,3,
IVOS2308-0410,3359,2,3,
IVOS2308-0410,3363,2,3,
IVOS2308-0410,3371,2,3,
IVOS2308-0410,3373,2,3,
IVOS2308-0410,3375,2,3,
IVOS2308-0412,192,2,3,
IVOS2308-0412,983,1,4,
IVOS2308-0412,3474,1,4,
IVOS2308-0413,191,2,3,
IVOS2308-0413,983,1,4,
IVOS2308-0413,3474,1,4,
IVOS2308-0430,983,1,4,
IVOS2308-0430,3431,2,3,
IVOS2308-0430,3474,1,4,
IVOS2308-0451,189,2,3,
IVOS2308-0451,983,1,4,
IVOS2308-0451,3474,1,4,
IVOS2308-0452,191,2,3,
IVOS2308-0452,983,1,4,
IVOS2308-0452,3474,1,4,
IVOS2308-0453,189,2,3,
IVOS2308-0453,983,1,4,
IVOS2308-0453,3474,1,4,
IVOS2308-0454,189,2,3,
IVOS2308-0454,983,1,4,
IVOS2308-0454,3474,1,4,
IVOS2308-0455,192,2,3,
IVOS2308-0455,983,1,4,
IVOS2308-0455,3474,1,4,
IVOS2308-0456,189,2,3,
IVOS2308-0456,983,1,4,
IVOS2308-0456,1602,2,3,
IVOS2308-0456,3474,1,4,
IVOS2308-0462,983,1,4,
IVOS2308-0462,1605,2,3,
IVOS2308-0462,3474,1,4,
IVOS2308-0463,189,2,3,
IVOS2308-0463,983,1,4,
IVOS2308-0463,3474,1,4,
IVOS2308-0469,983,1,4,
IVOS2308-0469,3091,2,3,
IVOS2308-0469,3474,1,4,
IVOS2308-0470,189,2,3,
IVOS2308-0470,983,1,4,
IVOS2308-0470,3474,1,4,
IVOS2308-0471,196,2,3,
IVOS2308-0471,983,1,4,
IVOS2308-0471,3474,1,4,
IVOS2308-0472,195,2,3,
IVOS2308-0472,983,1,4,
IVOS2308-0472,3474,1,4,
IVOS2308-0475,189,2,3,
IVOS2308-0475,983,1,4,
IVOS2308-0475,3474,1,4,
IVOS2308-0489,983,1,4,
IVOS2308-0489,1606,2,3,
IVOS2308-0489,3474,1,4,
IVOS2308-0509,983,1,4,
IVOS2308-0509,1602,2,3,
IVOS2308-0509,3475,1,4,
IVOS2308-0510,192,2,3,
IVOS2308-0510,983,1,4,
IVOS2308-0510,3475,1,4,
IVOS2308-0511,189,2,3,
IVOS2308-0511,983,1,4,
IVOS2308-0511,3475,1,4,
IVOS2308-0512,983,1,4,
IVOS2308-0512,1619,2,3,
IVOS2308-0512,3475,1,4,
IVOS2308-0513,983,1,4,
IVOS2308-0513,1615,2,3,
IVOS2308-0513,3475,1,4,
IVOS2308-0514,189,2,3,
IVOS2308-0514,983,1,4,
IVOS2308-0514,3475,1,4,
IVOS2308-0515,194,2,3,
IVOS2308-0515,983,1,4,
IVOS2308-0515,3475,1,4,
IVOS2308-0516,194,2,3,
IVOS2308-0516,983,1,4,
IVOS2308-0516,3475,1,4,
IVOS2308-0519,983,1,4,
IVOS2308-0519,1603,2,3,
IVOS2308-0519,3475,1,4,
IVOS2308-0520,983,1,4,
IVOS2308-0520,1608,2,3,
IVOS2308-0520,3475,1,4,
IVOS2308-0521,189,2,3,
IVOS2308-0521,983,1,4,
IVOS2308-0521,3475,1,4,
IVOS2308-0522,191,2,3,
IVOS2308-0522,983,1,4,
IVOS2308-0522,3475,1,4,
IVOS2308-0523,189,2,3,
IVOS2308-0523,983,1,4,
IVOS2308-0523,3475,1,4,
IVOS2308-0528,194,2,3,
IVOS2308-0528,983,1,4,
IVOS2308-0528,3474,1,4,
IVOS2308-0529,983,1,4,
IVOS2308-0529,1602,2,3,
IVOS2308-0529,3474,1,4,
IVOS2308-0558,197,2,3,
IVOS2308-0558,983,1,4,
IVOS2308-0558,3474,1,4,
IVOS2308-0559,983,1,4,
IVOS2308-0559,1610,2,3,
IVOS2308-0559,3474,1,4,
IVOS2308-0560,197,2,3,
IVOS2308-0560,983,1,4,
IVOS2308-0560,3474,1,4,
IVOS2308-0594,1338,2,3,
IVOS2308-0594,1344,2,3,12
IVOS2308-0594,1379,2,3,
IVOS2308-0594,1387,2,3,
IVOS2308-0594,2450,2,3,7
IVOS2308-0594,2467,2,3,
IVOS2308-0604,192,2,3,
IVOS2308-0604,983,1,4,
IVOS2308-0604,3474,1,4,
IVOS2308-0609,196,2,3,
IVOS2308-0609,983,1,4,
IVOS2308-0609,3474,1,4,
IVOS2308-0629,983,1,4,
IVOS2308-0629,1602,2,3,
IVOS2308-0629,3474,1,4,
IVOS2308-0630,983,1,4,
IVOS2308-0630,1603,2,3,
IVOS2308-0630,3474,1,4,
IVOS2308-0631,983,1,4,
IVOS2308-0631,3426,2,3,
IVOS2308-0631,3474,1,4,
IVOS2308-0632,983,1,4,
IVOS2308-0632,1617,2,3,
IVOS2308-0632,3474,1,4,
IVOS2308-0633,983,1,4,
IVOS2308-0633,3398,2,3,
